Order_ID,Order_Date,Order_Priority,Customer_ID,Customer_Name,Industry_name,Customer_Segment,Province,Region,Channel,Product_ID,Product_Category,Product_Sub-Category,Product_Name,Sales,Quantity,Unit_Price,Discount,Profit,Returned_Reason,Age_Group
ĐN-2011-123477,1/19/24,Medium,DW-13195,Nguyễn Thị Trinh,Thiết bị gia dụng,Corporate,Đồng Nai,Miền Đông Nam Bộ,Agent,OFF-AP-10000692,Điện lạnh,Máy giặt,Fellowes Mighty 8 Compact Surge Protector,64.864,4,16.216,0.2,6.4864,,25-34
CT-2011-146591,1/20/24,Low,TS-21340,Toby Swindell,Thiết bị gia dụng,Consumer,Cần Thơ,Miền Tây Nam Bộ,Store,OFF-BI-10003676,Điện lạnh,Máy giặt,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34,10,3.234,0.7,-23.716,,45-54
CT-2011-146591,1/20/24,Medium,TS-21340,Toby Swindell,Thiết bị gia dụng,Consumer,Cần Thơ,Miền Tây Nam Bộ,Store,OFF-PA-10000659,Điện lạnh,Tủ lạnh,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",56.064,4,14.016,0.2,19.6224,,25-34
CT-2011-146591,1/20/24,Medium,TS-21340,Toby Swindell,Thiết bị gia dụng,Consumer,Cần Thơ,Miền Tây Nam Bộ,Store,OFF-EN-10002504,Điện lạnh,Tủ lạnh,"Tyvek  Top-Opening Peel & Seel Tủ lạnh, Plain White",108.72,5,21.744,0.2,36.693,,>=55
CT-2011-146591,1/20/24,Low,TS-21340,Toby Swindell,Thiết bị gia dụng,Consumer,Cần Thơ,Miền Tây Nam Bộ,Store,FUR-BO-10001972,Nội thất,Kệ sách,O'Sullivan 4-Shelf Bookcase in Odessa Pine,181.47,5,36.294,0.7,-320.597,,25-34
VP-2011-147627,1/21/24,High,HL-15040,Hunter Lopez,Thiết bị điện tử,Consumer,Vĩnh Phúc,Miền Bắc,Store,TEC-PH-10001061,Hàng điện tử,Phones,Apple iPhone 5C,699.93,7,99.99,0,181.9818,Wrong item,45-54
VP-2011-147627,1/21/24,Medium,HL-15040,Hunter Lopez,Thiết bị gia dụng,Consumer,Vĩnh Phúc,Miền Bắc,Store,OFF-AR-10002375,Điện lạnh,Máy giặt,Newell 351,22.96,7,3.28,0,6.6584,,35-44
VP-2011-147627,1/21/24,Medium,HL-15040,Hunter Lopez,Thiết bị gia dụng,Consumer,Vĩnh Phúc,Miền Bắc,Store,FUR-FU-10003194,Nội thất,Giường,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",38.6,4,9.65,0,11.58,,18-24
VP-2011-147627,1/21/24,Medium,HL-15040,Hunter Lopez,Thiết bị gia dụng,Consumer,Vĩnh Phúc,Miền Bắc,Store,OFF-AR-10003811,Điện lạnh,Máy giặt,Newell 327,6.63,3,2.21,0,1.7901,,35-44
VP-2011-147627,1/21/24,Medium,HL-15040,Hunter Lopez,Thiết bị gia dụng,Consumer,Vĩnh Phúc,Miền Bắc,Store,OFF-EN-10001539,Điện lạnh,Tủ lạnh,MÁY LẠNH SHARP AH-AP12PMW,23.34,3,7.78,0,10.9698,,>=55
VP-2011-147627,1/21/24,High,HL-15040,Hunter Lopez,Thiết bị gia dụng,Consumer,Vĩnh Phúc,Miền Bắc,Store,FUR-CH-10002331,Nội thất,Ghế,Ghế đa năng 3FC1004-H,1067.94,3,355.98,0,224.2674,,35-44
HC-2011-148614,1/21/24,Medium,MV-17485,Mark Van Huff,Thiết bị gia dụng,Consumer,Hồ Chí Minh,Miền Đông Nam Bộ,Agent,OFF-PA-10002893,Hàng điện lạnh,Tủ lạnh,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,2,9.68,0,9.2928,None,>=55
HC-2011-148614,1/21/24,Medium,MV-17485,Mark Van Huff,Thiết bị gia dụng,Consumer,Hồ Chí Minh,Miền Đông Nam Bộ,Agent,FUR-FU-10003194,Nội thất,Giường,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,2,9.65,0,5.79,,35-44
ĐT-2011-167927,1/21/24,Medium,XP-21865,Tài Thị Hoa,Thiết bị gia dụng,Consumer,Đồng Tháp,Miền Tây Nam Bộ,Agent,OFF-ST-10000760,Hàng điện lạnh,Máy điều hòa,MÁY LẠNH REETECH RT9-DD,13.98,1,13.98,0,4.0542,,18-24
ĐT-2011-167927,1/21/24,Medium,XP-21865,Tài Thị Hoa,Thiết bị gia dụng,Consumer,Đồng Tháp,Miền Tây Nam Bộ,Agent,FUR-FU-10002918,Nội thất,Giường,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94,3,90.98,0,30.0234,None,45-54
ĐT-2011-167927,1/21/24,Medium,XP-21865,Tài Thị Hoa,Thiết bị gia dụng,Consumer,Đồng Tháp,Miền Tây Nam Bộ,Agent,OFF-BI-10000605,Hàng điện lạnh,Máy giặt,"Acco Pressboard Covers with Máy điều hòa Hooks, 9 1/2"" x 11"", Executive Red",19.05,5,3.81,0,8.9535,None,35-44
ĐT-2011-167927,1/21/24,High,XP-21865,Tài Thị Hoa,Thiết bị gia dụng,Consumer,Đồng Tháp,Miền Tây Nam Bộ,Agent,OFF-AP-10002311,Hàng điện lạnh,Máy giặt,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",247.716,4,61.929,0.1,93.5816,None,18-24
ĐT-2011-167927,1/21/24,Medium,XP-21865,Tài Thị Hoa,Thiết bị gia dụng,Consumer,Đồng Tháp,Miền Tây Nam Bộ,Agent,OFF-ST-10003123,Hàng điện lạnh,Máy điều hòa,MÁY LẠNH GENERAL ASHG 018LHJI,66.58,2,33.29,0,15.9792,None,25-34
ĐT-2011-167927,1/21/24,Medium,XP-21865,Tài Thị Hoa,Thiết bị gia dụng,Consumer,Đồng Tháp,Miền Tây Nam Bộ,Agent,OFF-AR-10004456,Hàng điện lạnh,Máy giặt,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,43.92,3,14.64,0,12.7368,None,35-44
ĐT-2011-167927,1/21/24,Medium,XP-21865,Tài Thị Hoa,Thiết bị gia dụng,Consumer,Đồng Tháp,Miền Tây Nam Bộ,Agent,FUR-FU-10002268,Nội thất,Giường,Ultra Door Push Plate,14.73,3,,0,4.8609,None,25-34
ĐT-2011-167927,1/21/24,Medium,XP-21865,Tài Thị Hoa,Thiết bị gia dụng,Consumer,Đồng Tháp,Miền Tây Nam Bộ,Agent,OFF-BI-10004364,Hàng điện lạnh,Máy giặt,Storex Dura Pro Máy giặt,29.7,5,5.94,0,13.365,None,>=55
HC-2011-147774,1/21/24,Low,MM-18280,Lý Văn An,Thiết bị gia dụng,Corporate,Hồ Chí Minh,Miền Đông Nam Bộ,Online,OFF-BI-10003091,Hàng điện lạnh,Máy giặt,GBC DocuBind TL200 Manual Binding Machine,67.194,1,67.194,0.7,-51.5154,None,25-34
NA-2011-110422,1/22/24,Medium,TB-21400,Bùi Thị Thương,Thiết bị gia dụng,Consumer,Nghệ An,Miền Trung,Store,FUR-FU-10001889,Nội thất,Giường,Ultra Door Pull Handle,25.248,3,8.416,0.2,4.1028,,18-24
BR-2011-102645,1/24/24,Medium,IM-15055,Ionia McGrath,Thiết bị gia dụng,Consumer,Bà Rịa - Vũng Tàu,Miền Đông Nam Bộ,Store,OFF-PA-10001804,Hàng điện lạnh,Tủ lạnh,Xerox 195,40.08,6,6.68,0,19.2384,,18-24
HG-2011-146997,1/24/24,Low,SG-20605,Bùi Ngưng Hưng,Thiết bị gia dụng,Consumer,Hà Giang,Miền Bắc,Agent,OFF-FA-10003444,Hàng điện lạnh,Máy điều hòa,MÁY LẠNH DAIKIN FTXS35GVMV,5.94,3,1.98,0,0,,35-44
BD-2011-155502,1/27/24,Medium,SD-20485,Phạm Thanh Thủy,Thiết bị gia dụng,Home Office,Bình Dương,Miền Đông Nam Bộ,Store,FUR-FU-10004587,Nội thất,Giường,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",62.82,3,20.94,0,30.7818,,>=55
BD-2011-155502,1/27/24,Low,SD-20485,Phạm Thanh Thủy,Thiết bị gia dụng,Home Office,Bình Dương,Miền Đông Nam Bộ,Store,OFF-ST-10004337,Hàng điện lạnh,Máy điều hòa,SAFCO Máy lạnh,489.92,8,61.24,0,0,,18-24
BD-2011-155502,1/27/24,Medium,SD-20485,Phạm Thanh Thủy,Thiết bị gia dụng,Home Office,Bình Dương,Miền Đông Nam Bộ,Store,OFF-PA-10003072,Hàng điện lạnh,Tủ lạnh,"Eureka Recycled Copy Tủ lạnh 8 1/2"" x 11"", Ream",19.44,3,6.48,0,9.3312,,>=55
BD-2011-155502,1/27/24,Medium,SD-20485,Phạm Thanh Thủy,Thiết bị gia dụng,Home Office,Bình Dương,Miền Đông Nam Bộ,Store,OFF-PA-10000380,Hàng điện lạnh,Tủ lạnh,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",16.68,2,8.34,0,8.34,,25-34
BD-2011-155502,1/27/24,Low,SD-20485,Phạm Thanh Thủy,Thiết bị điện tử,Home Office,Bình Dương,Miền Đông Nam Bộ,Store,TEC-PH-10004833,Hàng điện tử,Phones,Macally Suction Cup Mount,155.35,13,11.95,0,0,,45-54
BD-2011-155502,1/27/24,Medium,SD-20485,Phạm Thanh Thủy,Thiết bị gia dụng,Home Office,Bình Dương,Miền Đông Nam Bộ,Store,FUR-FU-10001847,Nội thất,Giường,Eldon Image Series Black Desk Accessories,12.42,3,4.14,0,4.4712,,45-54
BD-2011-155502,1/27/24,High,SD-20485,Phạm Thanh Thủy,Thiết bị điện tử,Home Office,Bình Dương,Miền Đông Nam Bộ,Store,TEC-PH-10002103,Hàng điện tử,Phones,Jabra SPEAK 410,187.98,2,93.99,0,52.6344,,25-34
HC-2011-167997,1/27/24,Medium,CA-11965,Carol Adams,Thiết bị gia dụng,Corporate,Hồ Chí Minh,Miền Đông Nam Bộ,Online,OFF-BI-10001758,Hàng điện lạnh,Máy giặt,Wilson Jones 14 Line Acrylic Coated Pressboard Data Máy giặt,10.68,2,5.34,0,5.0196,,18-24
HC-2011-167997,1/27/24,Medium,CA-11965,Carol Adams,Thiết bị gia dụng,Corporate,Hồ Chí Minh,Miền Đông Nam Bộ,Online,FUR-BO-10004409,Nội thất,Kệ sách,"Safco Value Mate Series Steel Kệ sách, Baked Enamel Finish on Steel, Gray",141.96,2,70.98,0,39.7488,,25-34
HC-2011-117163,1/28/24,Medium,EJ-13720,Ed Jacobs,Thiết bị gia dụng,Consumer,Hồ Chí Minh,Miền Đông Nam Bộ,Store,OFF-ST-10003692,Hàng điện lạnh,Máy điều hòa,MÁY LẠNH GENERAL ASHG 017LHJI,57.23,1,57.23,0,14.3075,,35-44
HC-2011-117163,1/28/24,Low,EJ-13720,Ed Jacobs,Thiết bị gia dụng,Consumer,Hồ Chí Minh,Miền Đông Nam Bộ,Store,FUR-TA-10003469,Nội thất,Bàn,Balt Split Level Computer Training Table,333,3,111,0.2,-16.65,,35-44
HC-2011-117163,1/28/24,Medium,EJ-13720,Ed Jacobs,Thiết bị gia dụng,Consumer,Hồ Chí Minh,Miền Đông Nam Bộ,Store,OFF-AR-10003179,Hàng điện lạnh,Máy giặt,Dixon Ticonderoga Core-Lock Colored Pencils,36.44,4,9.11,0,12.0252,,25-34
HC-2011-100328,1/29/24,Medium,JC-15340,Jasper Cacioppo,Thiết bị gia dụng,Consumer,Hồ Chí Minh,Miền Đông Nam Bộ,Agent,OFF-BI-10000343,Hàng điện lạnh,Máy giặt,"Pressboard Covers with Máy điều hòa Hooks, 9 1/2"" x 11"", Light Blue",3.928,1,3.928,0.2,1.3257,,18-24
HN-2011-134103,1/31/24,Medium,MV-18190,Tiếu Hân,Thiết bị gia dụng,Consumer,Hà Nội,Miền Bắc,Store,OFF-PA-10001204,Hàng điện lạnh,Tủ lạnh,Xerox 1972,10.56,2,5.28,0,4.752,,>=55
HN-2011-134103,1/31/24,Medium,MV-18190,Tiếu Hân,Thiết bị gia dụng,Consumer,Hà Nội,Miền Bắc,Store,OFF-ST-10000991,Hàng điện lạnh,Máy điều hòa,MÁY LẠNH DAIKIN FTE35LV1V,229.94,2,114.97,0,6.8982,,25-34
BP-2011-115161,2/1/24,Medium,LC-17050,Liz Carlisle,Thiết bị gia dụng,Consumer,Bình Phước,Miền Đông Nam Bộ,Agent,FUR-BO-10003966,Nội thất,Kệ sách,"Sauder Facets Collection Library, Sky Alder Finish",290.666,2,145.333,0.15,3.4196,,45-54
HN-2011-140795,2/2/24,High,BD-11500,Trần Vỹ Thắng,Thiết bị điện tử,Consumer,Hà Nội,Miền Bắc,Store,TEC-AC-10001432,Hàng điện tử,Accessories,Enermax Aurora Lite Keyboard,59.9,6,9.983333333,0,206.316,,45-54
TH-2011-139857,2/3/24,Medium,CD-12790,Trịnh Chi An,Thiết bị gia dụng,Home Office,Thanh Hóa,Miền Trung,Agent,OFF-FA-10001843,Hàng điện lạnh,Máy điều hòa,MÁY LẠNH SHARP AH-AP12PMW,12.35,5,2.47,0,5.8045,,25-34
HC-2011-123400,2/3/24,Low,EB-13930,Eric Barreto,Thiết bị gia dụng,Consumer,Hồ Chí Minh,Miền Đông Nam Bộ,Store,OFF-BI-10000666,Hàng điện lạnh,Máy giặt,Surelock Post Máy giặt,18.336,2,9.168,0.7,-12.224,,45-54
HC-2011-123400,2/3/24,Medium,EB-13930,Eric Barreto,Thiết bị điện tử,Consumer,Hồ Chí Minh,Miền Đông Nam Bộ,Store,TEC-PH-10002890,Hàng điện tử,Phones,AT&T 17929 Lendline Telephone,180.96,5,36.192,0.2,13.572,,45-54
BD-2011-111059,2/4/24,Medium,TB-21400,Bùi Thị Thương,Thiết bị gia dụng,Consumer,Bình Dương,Miền Đông Nam Bộ,Agent,OFF-BI-10004593,Hàng điện lạnh,Máy giặt,Ibico Laser Imprintable Binding System Covers,83.84,2,41.92,0.2,27.248,,>=55
BD-2011-111059,2/4/24,Medium,TB-21400,Bùi Thị Thương,Thiết bị gia dụng,Consumer,Bình Dương,Miền Đông Nam Bộ,Agent,OFF-BI-10002827,Hàng điện lạnh,Máy giặt,Avery Durable Poly Máy giặt,13.272,3,4.424,0.2,4.3134,,45-54
ĐN-2011-107181,12/5/24,Medium,DB-13270,Trương Ngân Tâm ,Thiết bị gia dụng,Home Office,Đà Nẵng,Miền Trung,Store,OFF-BI-10004230,Hàng điện lạnh,Máy giặt,GBC Recycled Grain Textured Covers,82.896,3,27.632,0.2,29.0136,,45-54
ĐN-2011-107181,2/5/24,Medium,DB-13270,Trương Ngân Tâm ,Thiết bị gia dụng,Home Office,Đà Nẵng,Miền Trung,Store,OFF-PA-10000350,Hàng điện lạnh,Tủ lạnh,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",34.24,4,8.56,0,16.0928,,>=55
HG-2011-104808,2/5/24,Medium,MH-17440,Mark Haberlin,Thiết bị gia dụng,Corporate,Hà Giang,Miền Bắc,Online,OFF-BI-10003676,Hàng điện lạnh,Máy giặt,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",17.248,2,8.624,0.2,6.0368,,25-34
HN-2011-131905,2/7/24,Medium,ND-18460,Neil Ducich,Thiết bị gia dụng,Corporate,Hà Nội,Miền Bắc,Agent,OFF-LA-10002787,Hàng điện lạnh,Máy điều hòa,MÁY LẠNH DAIKIN FTNE60MV1V,15,4,,0,7.2,,>=55
HN-2011-131905,2/7/24,Medium,ND-18460,Neil Ducich,Thiết bị điện tử,Corporate,Hà Nội,Miền Bắc,agent,TEC-PH-10003645,Điện tử,Phones,Aastra 57i VoIP phone,161.61,1,161.61,0,42.0186,,>=55
HN-2011-131905,2/7/24,Medium,ND-18460,Neil Ducich,Thiết bị điện tử,Corporate,Hà Nội,Miền Bắc,agent,TEC-PH-10001615,Hàng điện tử,Phones,AT&T CL82213,144.95,5,28.99,0,42.0355,,35-44
GL-2011-108182,2/7/24,Low,DL-13315,Delfina company,Thiết bị gia dụng,Consumer,Gia Lai,Miền Trung,agent,OFF-BI-10001196,Hàng điện lạnh,Máy giặt,"Avery Flip-ChMáy giặt Easel Binder, Black",8.952,2,4.476,0.8,-14.7708,,18-24
